ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
62772,Male,32,Returning,Business,Business,2556,0,6,4,4,1,1,4,1,1,2,1,1,3,1,2,1,Neutral or Dissatisfied
62773,Female,8,Returning,Business,Business,2486,0,12,2,3,1,1,2,4,1,4,1,1,2,1,4,4,Neutral or Dissatisfied
62774,Female,20,First-time,Business,Economy,870,15,16,3,3,3,3,2,2,4,4,4,4,3,3,4,2,Neutral or Dissatisfied
62775,Female,39,Returning,Business,Business,2556,14,50,4,4,3,3,4,5,3,4,3,3,3,3,3,3,Neutral or Dissatisfied
62776,Female,39,Returning,Business,Business,899,1,16,4,4,4,4,4,5,5,5,5,1,5,4,5,5,Satisfied
62777,Male,68,Returning,Business,Business,3535,0,1,3,3,4,4,3,1,4,2,4,4,5,3,3,3,Satisfied
62778,Female,55,First-time,Business,Economy,1056,1,14,4,4,3,3,3,1,3,4,3,4,2,4,1,4,Neutral or Dissatisfied
62779,Male,34,Returning,Business,Economy,2399,84,76,2,2,3,2,2,3,2,4,2,2,3,2,2,4,Neutral or Dissatisfied
62780,Male,38,First-time,Business,Economy,986,0,0,1,1,4,1,1,3,3,2,3,3,3,1,3,1,Neutral or Dissatisfied
62781,Male,39,Returning,Business,Business,1004,2,10,5,5,2,2,5,4,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
62782,Female,21,Returning,Business,Business,2447,4,3,4,2,1,1,4,1,1,1,1,1,4,1,1,4,Neutral or Dissatisfied
62783,Male,31,Returning,Business,Economy,2399,0,0,1,3,5,4,3,1,4,2,4,4,1,4,4,4,Satisfied
62784,Female,46,Returning,Business,Economy,1056,0,0,5,5,4,4,5,5,4,1,4,4,5,4,2,3,Satisfied
62785,Male,18,Returning,Personal,Economy,2504,0,37,5,5,5,5,1,3,5,3,5,5,1,5,1,5,Satisfied
62786,Male,20,Returning,Personal,Economy,2399,14,14,5,5,3,5,4,3,2,5,2,2,5,5,2,5,Satisfied
62787,Female,51,Returning,Personal,Economy,2556,170,165,4,2,2,2,4,2,2,4,2,2,1,2,3,2,Neutral or Dissatisfied
62788,Female,40,First-time,Personal,Economy,2486,0,5,4,1,4,3,4,3,4,3,4,1,2,1,1,3,Neutral or Dissatisfied
62789,Female,13,Returning,Personal,Economy,2338,25,11,4,2,3,2,3,3,4,5,4,4,5,3,4,4,Neutral or Dissatisfied
62790,Male,31,Returning,Personal,Economy,2447,2,0,0,1,5,1,4,4,2,1,2,2,5,1,2,4,Neutral or Dissatisfied
62791,Female,63,Returning,Personal,Economy,2338,11,0,2,5,3,3,4,5,3,5,4,5,5,5,5,5,Satisfied
62792,Female,52,Returning,Personal,Economy,2449,2,6,3,2,3,3,1,2,3,5,3,2,2,3,5,4,Neutral or Dissatisfied
62793,Male,11,Returning,Personal,Economy,2338,152,151,4,2,1,1,3,2,1,4,1,2,4,2,3,5,Neutral or Dissatisfied
62794,Female,54,Returning,Personal,Economy,2486,5,2,1,1,2,4,4,4,4,1,2,3,4,1,4,2,Neutral or Dissatisfied
62795,Male,10,Returning,Personal,Economy,2556,4,0,2,4,3,3,3,2,3,4,3,4,4,3,1,3,Neutral or Dissatisfied
62796,Female,61,Returning,Personal,Economy,2615,0,14,4,3,3,3,1,2,3,4,3,3,5,3,5,5,Neutral or Dissatisfied
62797,Female,67,Returning,Personal,Economy,2447,282,286,3,1,3,3,4,1,3,3,3,1,3,1,2,4,Neutral or Dissatisfied
62798,Male,33,Returning,Personal,Economy,2556,0,0,3,3,1,4,4,3,1,5,1,3,3,3,3,2,Neutral or Dissatisfied
62799,Female,15,Returning,Personal,Economy,2338,0,5,4,0,2,0,3,2,3,3,4,4,3,0,4,3,Satisfied
62800,Female,49,Returning,Personal,Economy,2556,0,14,4,2,5,5,3,5,5,5,5,2,5,2,5,4,Neutral or Dissatisfied
62801,Male,53,Returning,Personal,Economy,2504,0,9,2,2,3,3,3,2,3,3,3,2,1,2,3,2,Neutral or Dissatisfied
62802,Female,57,Returning,Personal,Economy,2504,0,0,4,3,4,3,2,3,5,3,4,5,3,3,3,3,Neutral or Dissatisfied
62803,Male,32,Returning,Personal,Economy,2367,0,0,1,2,2,2,3,2,3,5,3,3,3,1,3,4,Neutral or Dissatisfied
62804,Male,50,Returning,Personal,Economy,2399,4,37,4,2,3,3,4,3,3,4,3,2,4,2,3,4,Neutral or Dissatisfied
62805,Male,40,Returning,Personal,Economy,2399,0,0,4,1,4,1,3,3,1,5,1,1,4,1,1,5,Neutral or Dissatisfied
62806,Male,12,Returning,Personal,Economy,2556,0,0,2,3,4,4,4,2,4,3,4,3,4,3,4,3,Neutral or Dissatisfied
62807,Female,33,Returning,Personal,Economy,2338,0,0,1,1,4,1,2,3,2,5,2,2,2,0,2,3,Satisfied
62808,Female,53,Returning,Personal,Economy,2556,0,8,2,3,4,3,4,5,4,3,2,5,5,3,5,5,Neutral or Dissatisfied
62809,Female,68,Returning,Personal,Economy,2449,0,18,3,1,1,1,3,4,1,3,1,1,1,1,1,2,Neutral or Dissatisfied
62810,Female,51,Returning,Personal,Economy,2338,20,36,2,2,4,4,3,3,4,3,4,2,1,3,1,4,Neutral or Dissatisfied
62811,Female,47,Returning,Personal,Economy,2399,0,0,4,1,5,4,1,3,4,1,3,4,3,1,3,3,Neutral or Dissatisfied
62812,Female,46,Returning,Personal,Economy,2486,0,0,3,4,2,4,3,3,4,4,4,1,3,3,3,3,Neutral or Dissatisfied
62813,Male,23,Returning,Personal,Economy,2367,0,0,5,1,5,1,4,4,2,5,2,2,4,1,2,4,Neutral or Dissatisfied
62814,Male,57,Returning,Personal,Economy,2504,13,0,5,1,3,1,5,3,5,3,5,5,5,1,5,4,Neutral or Dissatisfied
62815,Female,39,Returning,Personal,Economy,2486,0,12,2,2,3,3,3,3,3,3,3,2,2,2,1,3,Neutral or Dissatisfied
62816,Female,69,Returning,Personal,Economy,2486,4,16,3,4,1,5,1,3,3,4,4,2,3,4,3,3,Neutral or Dissatisfied
62817,Female,56,Returning,Personal,Economy,2486,4,28,2,2,3,3,2,1,3,1,3,2,1,2,4,3,Neutral or Dissatisfied
62818,Female,57,Returning,Personal,Economy,2486,0,0,3,2,5,3,3,3,5,2,4,5,3,2,3,5,Neutral or Dissatisfied
62819,Male,55,Returning,Personal,Economy,2338,0,0,3,3,1,3,3,2,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
62820,Female,48,Returning,Personal,Economy,2504,0,0,4,2,5,1,3,5,2,2,4,3,5,2,5,5,Neutral or Dissatisfied
62821,Female,23,Returning,Personal,Economy,2556,3,14,3,2,2,2,3,1,2,3,2,2,3,2,4,3,Neutral or Dissatisfied
62822,Female,62,Returning,Personal,Economy,2556,32,31,5,2,4,4,1,3,4,5,4,2,4,2,3,5,Neutral or Dissatisfied
62823,Male,10,Returning,Personal,Economy,2556,12,0,5,2,4,2,1,3,2,3,2,2,5,1,2,3,Neutral or Dissatisfied
62824,Male,28,Returning,Personal,Economy,2556,3,0,2,3,4,4,2,2,4,1,4,3,1,4,4,3,Neutral or Dissatisfied
62825,Female,62,Returning,Personal,Economy,2367,195,170,5,1,2,2,3,1,2,5,2,1,3,1,1,1,Neutral or Dissatisfied
62826,Female,39,Returning,Personal,Economy,2486,22,31,4,2,1,1,3,3,1,3,1,2,2,2,3,3,Neutral or Dissatisfied
62827,Male,46,Returning,Personal,Economy,2367,0,0,5,3,5,3,5,5,1,2,1,1,5,3,1,4,Neutral or Dissatisfied
62828,Female,46,Returning,Personal,Economy,2367,1,0,4,1,5,4,2,2,4,1,5,4,2,1,2,2,Neutral or Dissatisfied
62829,Female,58,Returning,Personal,Economy,2338,0,0,5,3,4,3,5,4,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
62830,Female,23,Returning,Personal,Economy,2556,0,0,5,4,2,2,4,5,2,3,2,4,3,3,4,5,Neutral or Dissatisfied
62831,Female,47,Returning,Business,Business,2556,7,13,2,4,4,4,2,4,4,4,5,5,4,2,4,4,Satisfied
62832,Male,45,Returning,Business,Business,2367,8,4,4,4,3,3,4,5,5,5,3,5,5,4,5,5,Satisfied
62833,Female,52,Returning,Business,Business,2399,0,0,4,4,5,5,4,4,4,4,4,5,4,4,4,4,Satisfied
62834,Female,35,First-time,Business,Business,2338,8,3,2,2,5,2,4,5,3,5,3,3,5,2,3,5,Neutral or Dissatisfied
62835,Male,59,Returning,Business,Business,2615,3,0,5,5,4,4,5,5,4,5,4,5,5,5,5,5,Satisfied
62836,Male,59,Returning,Business,Business,2399,8,8,5,2,5,3,5,5,5,5,3,4,5,5,5,5,Satisfied
62837,Male,12,First-time,Business,Economy,2486,1,4,1,1,1,1,4,2,1,3,1,1,3,1,1,3,Neutral or Dissatisfied
62838,Female,30,First-time,Business,Economy Plus,2504,8,20,3,3,3,5,4,2,3,2,3,3,1,3,1,3,Neutral or Dissatisfied
62839,Female,53,Returning,Business,Business,2447,0,0,3,3,5,4,3,5,5,5,3,3,5,3,5,5,Satisfied
62840,Female,56,Returning,Business,Business,2615,0,0,5,5,4,4,5,4,4,5,4,4,3,5,4,5,Satisfied
62841,Female,9,First-time,Business,Business,2556,0,4,0,4,3,3,4,4,3,5,3,4,5,4,4,4,Satisfied
62842,Female,21,First-time,Business,Business,2504,21,26,4,3,3,3,4,4,3,4,3,3,2,3,3,4,Neutral or Dissatisfied
62843,Male,13,Returning,Personal,Economy Plus,2556,0,0,2,4,5,5,3,3,5,3,5,4,3,4,4,3,Neutral or Dissatisfied
62844,Female,54,Returning,Personal,Economy Plus,2504,0,0,1,3,5,5,3,4,5,3,5,3,2,4,4,4,Neutral or Dissatisfied
62845,Male,12,Returning,Personal,Economy Plus,2399,0,9,4,2,3,2,3,1,2,3,2,2,3,3,2,4,Neutral or Dissatisfied
62846,Male,42,Returning,Business,Business,2399,6,0,1,1,3,5,1,4,4,4,5,3,4,1,4,4,Satisfied
62847,Male,20,Returning,Business,Economy Plus,2504,0,0,4,4,4,2,4,2,4,4,4,4,3,4,4,3,Neutral or Dissatisfied
62848,Female,19,Returning,Business,Economy Plus,2447,6,32,4,4,5,3,4,2,5,1,5,5,3,5,5,4,Satisfied
62849,Female,54,Returning,Business,Business,2583,0,0,4,4,3,3,4,5,5,5,3,3,5,4,5,5,Satisfied
62850,Male,53,Returning,Personal,Business,2218,3,0,1,2,4,3,3,3,2,2,4,3,3,2,3,4,Neutral or Dissatisfied
62851,Female,65,Returning,Personal,Business,2446,11,0,4,3,4,2,4,2,4,3,2,4,2,3,2,3,Neutral or Dissatisfied
62852,Female,41,Returning,Business,Business,2583,21,34,5,5,4,5,5,4,4,4,3,2,4,5,4,4,Satisfied
62853,Female,48,Returning,Business,Business,2218,0,1,5,5,5,5,5,4,4,4,5,4,4,5,4,4,Satisfied
62854,Female,39,Returning,Business,Business,2446,0,0,2,2,4,5,2,4,5,4,3,2,4,2,4,4,Satisfied
62855,Female,41,First-time,Business,Business,2446,2,0,1,1,3,1,3,5,4,5,4,4,4,1,4,4,Neutral or Dissatisfied
62856,Female,41,Returning,Business,Business,2446,14,8,3,4,4,4,3,2,4,2,3,5,2,3,2,2,Satisfied
62857,Male,42,Returning,Business,Business,2446,0,0,1,1,5,5,1,4,4,4,3,3,4,1,4,4,Satisfied
62858,Male,49,Returning,Business,Business,2218,0,0,2,2,4,4,2,5,5,5,4,3,5,2,5,5,Satisfied
62859,Male,49,Returning,Business,Business,2446,0,0,3,3,5,4,3,2,5,2,5,3,2,3,2,2,Satisfied
62860,Female,13,Returning,Business,Business,2583,0,0,2,5,4,5,2,4,5,2,5,5,5,2,5,3,Satisfied
62861,Male,12,First-time,Business,Economy,842,39,12,2,2,4,2,4,1,1,5,3,3,3,2,3,3,Neutral or Dissatisfied
62862,Female,53,Returning,Business,Business,2446,0,36,1,1,5,4,1,3,5,3,3,4,3,1,3,3,Satisfied
62863,Female,25,First-time,Business,Economy,1271,32,3,1,1,5,1,3,3,4,2,4,4,4,1,4,5,Neutral or Dissatisfied
62864,Male,53,Returning,Business,Business,2218,0,0,2,2,2,2,2,3,4,3,2,5,3,3,3,3,Neutral or Dissatisfied
62865,Female,35,First-time,Business,Economy,1039,4,0,2,2,4,2,3,4,1,4,4,4,3,2,4,2,Neutral or Dissatisfied
62866,Female,30,Returning,Business,Business,2583,0,0,4,4,2,3,4,2,3,2,3,3,3,3,3,3,Neutral or Dissatisfied
62867,Male,25,Returning,Business,Business,2446,1,0,1,1,3,5,1,3,5,3,5,5,5,1,5,3,Satisfied
62868,Female,22,First-time,Business,Economy,712,29,25,2,2,3,2,3,1,5,3,5,5,3,2,5,2,Neutral or Dissatisfied
62869,Male,53,Returning,Business,Business,3230,3,0,5,5,3,4,5,1,4,1,4,1,1,1,1,1,Neutral or Dissatisfied
62870,Male,52,Returning,Business,Economy,2218,4,0,1,1,4,4,1,3,4,3,4,4,1,4,4,5,Satisfied
62871,Female,44,Returning,Personal,Economy,2446,6,0,4,1,4,4,4,2,4,1,4,2,2,2,2,1,Neutral or Dissatisfied
62872,Male,19,Returning,Personal,Economy,2583,0,0,4,3,4,3,3,2,2,2,2,2,4,3,2,2,Neutral or Dissatisfied
62873,Male,52,Returning,Personal,Economy,2446,7,0,4,2,4,2,1,3,4,3,4,4,4,2,4,5,Neutral or Dissatisfied
62874,Female,29,Returning,Personal,Economy,2583,3,0,4,3,2,3,5,1,4,4,1,1,5,3,1,3,Neutral or Dissatisfied
62875,Female,28,Returning,Personal,Economy,2446,0,0,4,3,4,3,3,4,4,4,4,4,4,3,4,3,Neutral or Dissatisfied
62876,Male,66,Returning,Personal,Economy,2446,6,0,5,0,4,0,4,1,2,1,2,2,3,1,2,5,Neutral or Dissatisfied
62877,Male,50,Returning,Personal,Economy,2446,0,0,4,1,3,1,2,1,5,2,5,5,4,1,5,2,Neutral or Dissatisfied
62878,Female,45,Returning,Personal,Economy,2218,28,20,2,5,4,3,3,3,2,5,3,3,3,4,3,3,Neutral or Dissatisfied
62879,Male,42,Returning,Personal,Economy,2218,19,20,2,4,4,4,3,4,2,5,2,2,3,4,2,3,Neutral or Dissatisfied
62880,Female,29,First-time,Business,Business,2583,5,11,3,3,3,3,5,4,5,5,5,5,5,2,5,5,Neutral or Dissatisfied
62881,Female,17,First-time,Business,Economy,830,1,0,3,3,5,3,3,3,2,3,2,2,4,3,2,4,Neutral or Dissatisfied
62882,Female,25,First-time,Business,Business,2583,5,0,0,5,5,5,3,5,2,3,5,5,4,5,5,5,Satisfied
62883,Female,16,Returning,Business,Economy Plus,2446,0,0,2,2,2,3,2,4,3,1,4,4,4,4,4,4,Neutral or Dissatisfied
62884,Female,19,First-time,Business,Economy,1244,0,17,1,1,3,1,4,2,3,1,5,5,3,1,5,3,Neutral or Dissatisfied
62885,Male,28,Returning,Personal,Economy Plus,2218,0,0,2,4,2,4,4,3,1,3,1,1,4,4,1,4,Neutral or Dissatisfied
62886,Male,29,Returning,Business,Business,2362,0,6,4,4,5,5,4,5,5,5,5,5,5,4,5,5,Satisfied
62887,Male,41,Returning,Business,Business,846,0,0,1,1,5,5,1,4,5,4,5,3,4,1,4,4,Satisfied
62888,Female,60,Returning,Business,Business,967,31,21,4,5,5,5,4,4,5,4,5,5,4,4,4,4,Satisfied
62889,Female,44,Returning,Business,Business,948,0,0,5,5,4,5,5,4,5,4,3,5,4,5,4,4,Satisfied
62890,Male,37,Returning,Business,Business,2532,2,4,1,1,5,4,1,5,4,5,4,3,5,1,5,5,Satisfied
62891,Male,18,Returning,Business,Business,862,0,0,2,2,5,4,2,5,4,2,4,4,5,2,4,5,Satisfied
62892,Male,24,First-time,Business,Business,776,51,42,0,4,3,4,4,4,1,5,2,2,4,4,2,5,Satisfied
62893,Male,46,Returning,Business,Business,3003,0,0,3,3,2,1,3,1,2,1,4,5,1,1,1,1,Neutral or Dissatisfied
62894,Female,40,Returning,Business,Business,1711,22,19,2,2,5,4,2,3,4,3,3,4,3,2,3,3,Satisfied
62895,Male,42,Returning,Business,Business,2264,0,0,1,1,3,5,1,4,4,4,5,4,4,1,4,4,Satisfied
62896,Female,44,Returning,Business,Business,862,0,0,3,3,5,5,3,2,5,2,3,3,2,3,2,2,Satisfied
62897,Male,26,First-time,Business,Business,862,0,2,2,2,5,2,3,4,3,5,3,3,5,2,3,4,Neutral or Dissatisfied
62898,Male,30,Returning,Business,Business,1970,0,0,5,5,3,5,5,4,5,4,5,5,5,5,5,5,Satisfied
62899,Male,39,Returning,Business,Business,862,54,,4,4,3,5,4,4,4,4,5,3,4,4,4,4,Satisfied
62900,Female,44,Returning,Business,Business,862,0,0,5,5,4,4,5,5,5,5,5,5,5,5,5,5,Satisfied
62901,Male,33,Returning,Business,Business,853,0,0,4,4,3,1,4,3,1,1,1,1,4,1,1,4,Neutral or Dissatisfied
62902,Female,54,Returning,Personal,Business,853,0,6,1,4,3,4,3,5,3,4,4,3,5,4,5,5,Neutral or Dissatisfied
62903,Male,27,Returning,Personal,Business,862,12,12,2,2,3,2,4,4,1,3,1,1,3,2,1,4,Neutral or Dissatisfied
62904,Male,39,Returning,Personal,Business,862,41,18,4,3,5,4,5,3,5,3,3,5,3,3,3,2,Neutral or Dissatisfied
62905,Female,27,Returning,Personal,Business,853,0,1,4,4,4,4,3,4,1,2,1,1,4,4,1,5,Neutral or Dissatisfied
62906,Male,16,Returning,Personal,Business,862,100,82,4,2,5,2,4,4,1,5,3,3,5,2,3,5,Neutral or Dissatisfied
62907,Male,16,Returning,Personal,Business,862,0,0,4,2,3,2,1,4,4,3,4,4,5,2,4,5,Neutral or Dissatisfied
62908,Female,44,Returning,Personal,Business,862,13,0,3,3,2,4,3,5,3,3,1,2,5,3,5,5,Neutral or Dissatisfied
62909,Male,37,Returning,Personal,Business,909,24,10,1,3,4,2,2,4,2,3,1,5,4,3,4,4,Neutral or Dissatisfied
62910,Female,57,Returning,Business,Business,846,0,0,4,4,5,5,4,4,5,4,5,3,4,4,4,4,Satisfied
62911,Male,22,First-time,Business,Economy,862,90,77,2,2,5,2,1,3,2,3,2,2,4,2,2,5,Neutral or Dissatisfied
62912,Female,57,Returning,Business,Business,967,0,0,5,5,4,5,5,5,5,5,4,2,5,5,5,5,Satisfied
62913,Female,44,Returning,Business,Business,862,0,0,5,4,5,5,5,5,4,5,5,5,5,5,5,5,Satisfied
62914,Male,59,Returning,Business,Business,3341,83,76,3,2,5,5,3,3,5,4,4,4,3,3,3,3,Satisfied
62915,Female,59,Returning,Business,Business,1988,114,106,2,2,4,4,2,4,4,4,3,4,4,2,4,4,Satisfied
62916,Female,36,First-time,Business,Business,862,56,52,3,3,3,3,2,5,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
62917,Female,26,Returning,Business,Business,2998,3,2,5,5,4,4,5,4,4,5,4,4,5,5,4,4,Satisfied
62918,Female,55,Returning,Business,Business,1586,0,0,1,1,4,4,1,4,4,4,3,3,4,1,4,4,Satisfied
62919,Male,35,Returning,Business,Business,862,0,3,2,2,4,5,2,3,4,3,5,5,3,2,3,3,Satisfied
62920,Female,26,Returning,Business,Business,3071,0,0,2,2,3,4,2,4,4,5,4,4,4,2,4,5,Satisfied
62921,Male,53,Returning,Business,Business,2456,0,0,5,5,5,5,5,2,5,2,3,2,2,5,2,2,Satisfied
62922,Female,20,First-time,Business,Business,967,74,62,0,5,3,0,1,5,5,2,1,1,5,5,1,5,Satisfied
62923,Female,48,Returning,Business,Business,1746,0,4,2,2,5,4,2,4,4,4,5,3,4,2,4,4,Satisfied
62924,Male,53,Returning,Business,Business,2518,0,0,3,3,3,5,3,4,5,4,5,2,4,3,4,4,Satisfied
62925,Male,40,Returning,Business,Business,2285,0,0,1,1,5,5,1,3,5,3,5,2,3,1,3,3,Satisfied
62926,Male,18,First-time,Business,Economy,967,0,0,3,3,3,3,1,3,2,3,2,2,5,3,2,5,Neutral or Dissatisfied
62927,Female,51,Returning,Business,Business,2500,5,14,3,3,3,5,3,3,5,2,3,3,3,3,3,3,Satisfied
62928,Male,49,Returning,Business,Business,948,0,0,2,2,1,3,2,3,4,2,2,1,3,3,3,3,Neutral or Dissatisfied
62929,Female,54,Returning,Business,Business,3139,0,0,4,4,4,5,4,5,4,5,5,3,5,4,5,5,Satisfied
62930,Male,26,First-time,Business,Business,967,0,2,4,4,5,4,4,3,2,4,2,2,5,4,2,5,Satisfied
62931,Female,51,Returning,Business,Business,967,0,0,1,1,5,4,1,5,5,5,4,5,5,1,5,5,Satisfied
62932,Male,52,Returning,Business,Business,2565,9,7,4,4,5,4,4,4,5,4,5,3,4,4,4,4,Satisfied
62933,Female,49,Returning,Business,Business,853,11,2,4,4,4,4,4,5,5,5,5,5,5,4,5,5,Satisfied
62934,Male,42,Returning,Business,Business,3331,0,0,2,2,4,5,2,5,5,5,5,3,5,2,5,5,Satisfied
62935,Female,59,Returning,Business,Business,1721,13,0,3,3,3,4,3,3,4,3,5,4,3,3,3,3,Satisfied
62936,Male,35,First-time,Business,Business,909,0,8,3,3,4,3,4,3,5,2,5,5,4,3,5,4,Neutral or Dissatisfied
62937,Female,41,Returning,Business,Business,2796,1,0,2,2,3,5,2,5,4,5,5,3,5,2,5,5,Satisfied
62938,Female,31,Returning,Business,Business,3906,22,38,1,1,3,3,1,4,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
62939,Male,27,Returning,Business,Business,3255,16,0,5,5,4,4,5,4,4,3,4,4,4,5,4,4,Satisfied
62940,Female,42,Returning,Business,Business,862,0,0,2,2,4,5,2,4,4,4,5,4,4,2,4,4,Satisfied
62941,Female,60,Returning,Business,Business,967,0,0,4,4,4,5,4,5,5,5,3,3,5,4,5,5,Satisfied
62942,Female,28,Returning,Business,Business,862,65,47,1,1,5,5,1,3,5,4,5,5,5,1,5,4,Satisfied
62943,Female,60,Returning,Business,Economy,967,33,25,5,1,3,4,5,2,4,2,1,2,2,2,2,2,Neutral or Dissatisfied
62944,Male,69,Returning,Business,Business,3766,0,0,1,1,3,3,1,4,3,4,3,1,4,4,4,4,Neutral or Dissatisfied
62945,Male,27,Returning,Business,Business,862,0,0,2,3,3,5,2,5,5,3,5,5,5,2,5,4,Satisfied
62946,Male,46,First-time,Business,Business,967,0,0,5,5,4,5,1,5,5,2,3,3,4,5,3,4,Satisfied
62947,Female,20,First-time,Business,Business,862,0,0,0,0,5,0,2,5,3,5,3,3,5,0,3,5,Satisfied
62948,Male,52,Returning,Business,Business,2646,0,0,2,2,4,4,2,3,5,3,5,5,3,2,3,3,Satisfied
62949,Female,58,Returning,Business,Business,3529,9,2,5,4,4,5,5,4,4,4,5,4,4,5,4,4,Satisfied
62950,Female,46,Returning,Business,Business,967,0,0,1,1,5,4,1,4,4,4,5,5,4,1,4,4,Satisfied
62951,Female,25,First-time,Business,Business,967,11,5,0,0,5,0,4,5,3,2,3,3,4,0,3,4,Satisfied
62952,Female,34,Returning,Business,Economy,846,9,5,2,2,2,3,2,1,3,4,3,3,3,3,3,3,Neutral or Dissatisfied
62953,Male,39,Returning,Business,Business,862,10,0,3,2,4,5,2,4,4,4,3,3,4,2,4,4,Satisfied
62954,Female,43,Returning,Business,Business,3683,202,207,3,3,5,5,3,4,5,5,5,5,5,3,5,4,Satisfied
62955,Female,43,Returning,Business,Business,967,0,0,3,3,5,5,3,3,4,3,4,3,3,3,3,3,Satisfied
62956,Male,52,Returning,Business,Business,967,0,0,4,4,5,4,4,3,4,4,4,5,3,4,3,3,Satisfied
62957,Female,25,Returning,Business,Business,2089,12,27,5,5,1,2,5,3,2,1,2,2,4,2,2,3,Neutral or Dissatisfied
62958,Female,29,Returning,Business,Business,1577,0,0,1,1,4,4,1,4,3,5,3,3,4,1,3,5,Satisfied
62959,Male,21,First-time,Business,Business,862,13,3,5,4,5,4,1,5,2,3,2,2,5,4,2,4,Satisfied
62960,Female,29,First-time,Business,Business,776,153,172,4,4,2,2,4,2,2,5,2,4,4,4,3,4,Neutral or Dissatisfied
62961,Male,30,First-time,Business,Business,846,1,7,4,4,3,4,4,3,4,4,4,4,4,4,4,5,Satisfied
62962,Male,23,First-time,Business,Business,967,5,2,0,5,4,5,1,4,2,4,2,2,4,4,2,5,Satisfied
62963,Female,20,First-time,Business,Economy,967,4,0,5,5,5,5,3,3,3,3,3,3,4,5,3,5,Satisfied
62964,Male,29,Returning,Business,Economy,846,0,0,4,4,3,4,4,1,4,3,4,4,3,4,4,3,Neutral or Dissatisfied
62965,Male,35,First-time,Business,Business,909,0,0,3,3,3,3,5,4,5,3,5,5,4,3,5,4,Neutral or Dissatisfied
62966,Male,39,Returning,Business,Business,862,14,15,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Satisfied
62967,Female,22,Returning,Business,Business,3246,0,0,5,5,5,4,5,3,4,4,4,4,4,5,4,5,Satisfied
62968,Female,49,Returning,Business,Business,948,0,0,5,5,4,4,5,5,4,5,3,3,5,5,5,5,Satisfied
62969,Male,20,Returning,Business,Business,862,0,9,3,3,5,5,3,4,5,4,5,5,4,3,5,4,Satisfied
62970,Male,50,Returning,Business,Economy,862,0,11,5,5,2,4,5,1,4,2,4,4,4,4,4,4,Neutral or Dissatisfied
62971,Female,46,Returning,Business,Business,967,0,0,3,3,4,4,3,4,4,4,3,5,4,3,4,4,Satisfied
62972,Female,30,Returning,Business,Business,2753,2,8,4,4,3,4,4,1,4,3,4,4,2,4,4,1,Neutral or Dissatisfied
62973,Female,32,Returning,Business,Business,2273,0,0,2,2,1,1,2,4,1,2,1,1,3,1,1,3,Neutral or Dissatisfied
62974,Female,56,Returning,Business,Economy,909,0,0,5,5,2,4,5,3,4,3,2,1,3,3,3,3,Neutral or Dissatisfied
62975,Male,48,Returning,Business,Business,862,0,0,2,2,4,3,2,3,2,3,1,5,3,3,3,3,Neutral or Dissatisfied
62976,Female,25,First-time,Business,Economy,967,85,94,2,2,3,2,4,3,2,1,1,1,4,2,1,3,Neutral or Dissatisfied
62977,Female,54,First-time,Business,Business,862,0,0,3,3,4,3,3,5,1,3,1,1,4,3,1,4,Neutral or Dissatisfied
62978,Female,48,First-time,Business,Economy,909,48,29,2,2,1,2,3,3,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
62979,Male,50,Returning,Business,Business,853,0,0,2,2,3,5,2,4,5,4,5,2,4,2,4,4,Satisfied
62980,Male,55,Returning,Business,Business,3431,27,24,2,2,4,4,2,2,4,2,4,4,2,2,2,2,Satisfied
62981,Female,50,Returning,Business,Business,967,1,0,1,1,4,4,1,3,3,3,1,2,3,3,3,3,Neutral or Dissatisfied
62982,Male,27,Returning,Business,Business,2341,0,0,5,5,1,3,5,4,3,3,3,3,4,3,3,4,Neutral or Dissatisfied
62983,Male,39,First-time,Business,Economy,862,0,0,3,3,1,3,3,4,2,3,2,2,4,2,2,3,Neutral or Dissatisfied
62984,Male,44,Returning,Business,Business,853,0,0,5,5,2,2,5,4,3,4,3,3,4,4,4,4,Neutral or Dissatisfied
62985,Female,30,Returning,Business,Business,862,2,0,4,4,3,3,4,4,3,3,3,3,4,3,3,3,Neutral or Dissatisfied
62986,Male,28,First-time,Business,Economy,853,2,19,2,2,2,2,3,2,4,1,4,4,3,2,4,3,Neutral or Dissatisfied
62987,Female,36,Returning,Business,Business,967,7,0,2,1,3,4,2,5,4,5,4,4,5,2,5,5,Satisfied
62988,Female,34,Returning,Business,Business,2988,0,0,5,5,5,5,5,5,4,4,3,4,5,5,5,5,Satisfied
62989,Female,57,Returning,Business,Business,2234,0,0,1,1,3,4,1,4,4,4,4,3,4,1,4,4,Satisfied
